Make,Model,Year,Body type,Colors exterior,Cylinders,Transmission
Ford,F-150,2010,Truck,"Dark Blue Pearl Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(52,63,91);White Platinum Metallic Tri-Coat/Pueblo Gold Clearcoat Metallic(247,252,255);Dark Blue Pearl Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(52,63,91);Oxford White Clearcoat/Pueblo Gold Clearcoat Metallic(255,255,255);Royal Red Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(75,21,35);White Platinum Metallic Tri-Coat/Pueblo Gold Clearcoat Metallic(247,252,255);Tuxedo Black/Pueblo Gold Metallic(25,25,25);Oxford White Clearcoat/Pueblo Gold Clearcoat Metallic(255,255,255);Royal Red Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(75,21,35);Tuxedo Black/Pueblo Gold Metallic(25,25,25);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Dark Blue Pearl Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(52,63,91);White Platinum Metallic Tri-Coat/Pueblo Gold Clearcoat Metallic(247,252,255);Dark Blue Pearl Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(52,63,91);Oxford White Clearcoat/Pueblo Gold Clearcoat Metallic(255,255,255);Royal Red Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(75,21,35);White Platinum Metallic Tri-Coat/Pueblo Gold Clearcoat Metallic(247,252,255);Tuxedo Black/Pueblo Gold Metallic(25,25,25);Oxford White Clearcoat/Pueblo Gold Clearcoat Metallic(255,255,255);Royal Red Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(75,21,35);Tuxedo Black/Pueblo Gold Metallic(25,25,25);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Oxford White Clearcoat/Pueblo Gold Clearcoat Metallic(255,255,255);Royal Red Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(75,21,35);Tuxedo Black/Pueblo Gold Metallic(25,25,25);Dark Blue Pearl Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(52,63,91);White Platinum Metallic Tri-Coat/Pueblo Gold Clearcoat Metallic(247,252,255);Dark Blue Pearl Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(52,63,91);White Platinum Metallic Tri-Coat/Pueblo Gold Clearcoat Metallic(247,252,255);Oxford White Clearcoat/Pueblo Gold Clearcoat Metallic(255,255,255);Royal Red Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(75,21,35);Tuxedo Black/Pueblo Gold Metallic(25,25,25);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Red Candy Metallic Tinted Clearcoat(144,25,47);White Platinum Metallic Tri-Coat(247,252,255);Tuxedo Black(25,25,25);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Red Candy Metallic Tinted Clearcoat(144,25,47);White Platinum Metallic Tri-Coat(247,252,255);Tuxedo Black(25,25,25);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Red Candy Metallic Tinted Clearcoat(144,25,47);White Platinum Metallic Tri-Coat(247,252,255);Tuxedo Black(25,25,25);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Red Candy Metallic Tinted Clearcoat(144,25,47);White Platinum Metallic Tri-Coat(247,252,255);Tuxedo Black(25,25,25);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Tuxedo Black(25,25,25);Lava Metallic(132,0,0);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Tuxedo Black(25,25,25);Lava Metallic(132,0,0);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Molten Orange Tri-Coat(189,37,51);",V8,6-speed automatic
Ford,F-150,2019,Truck,"Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Green (Fleet)();Orange (Fleet)();Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();",V6,6-speed shiftable automatic
Ford,F-150,2019,Truck,"Green (Fleet)();Orange (Fleet)();Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V6,6-speed shiftable automatic
Ford,F-150,2019,Truck,"Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Green (Fleet)();Orange (Fleet)();Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();",V6,6-speed shiftable automatic
Ford,F-150,2019,Truck,"Green (Fleet)();Orange (Fleet)();Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V6,6-speed shiftable automatic
Ford,F-150,2019,Truck,"Agate Black/Magnetic Metallic(0,0,0);Race Red/Magnetic Metallic(235,31,32);Velocity Blue Metallic/Magnetic Metallic(0,77,137);Ruby Red Metallic Tinted Clear Coat/Magnetic Metallic(172,17,21);Blue Jeans Metallic/Magnetic Metallic(51,72,99);Oxford White/Magnetic Metallic(255,255,255);Ingot Silver Metallic/Magnetic Metallic(174,178,181);Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Silver Spruce Metallic();Magma Red Metallic(87,31,31);Green (Fleet)();Ruby Red Metallic Tinted Clear Coat(172,17,21);Orange (Fleet)();Velocity Blue Metallic(0,77,137);Agate Black(0,0,0);Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();",V6,6-speed shiftable automatic
Ford,F-150,2019,Truck,"Agate Black/Magnetic Metallic(0,0,0);Race Red/Magnetic Metallic(235,31,32);Velocity Blue Metallic/Magnetic Metallic(0,77,137);Ruby Red Metallic Tinted Clear Coat/Magnetic Metallic(172,17,21);Blue Jeans Metallic/Magnetic Metallic(51,72,99);Oxford White/Magnetic Metallic(255,255,255);Ingot Silver Metallic/Magnetic Metallic(174,178,181);Silver Spruce Metallic();Green (Fleet)();Orange (Fleet)();Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Ruby Red Metallic Tinted Clear Coat(172,17,21);Velocity Blue Metallic(0,77,137);Agate Black(0,0,0);",V6,6-speed shiftable automatic
Ford,F-150,2019,Truck,"Agate Black/Magnetic Metallic(0,0,0);Race Red/Magnetic Metallic(235,31,32);Velocity Blue Metallic/Magnetic Metallic(0,77,137);Ruby Red Metallic Tinted Clear Coat/Magnetic Metallic(172,17,21);Blue Jeans Metallic/Magnetic Metallic(51,72,99);Oxford White/Magnetic Metallic(255,255,255);Ingot Silver Metallic/Magnetic Metallic(174,178,181);Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Silver Spruce Metallic();Magma Red Metallic(87,31,31);Green (Fleet)();Ruby Red Metallic Tinted Clear Coat(172,17,21);Orange (Fleet)();Velocity Blue Metallic(0,77,137);Agate Black(0,0,0);Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();",V6,6-speed shiftable automatic
Ford,F-150,2019,Truck,"Agate Black/Magnetic Metallic(0,0,0);Race Red/Magnetic Metallic(235,31,32);Velocity Blue Metallic/Magnetic Metallic(0,77,137);Ruby Red Metallic Tinted Clear Coat/Magnetic Metallic(172,17,21);Blue Jeans Metallic/Magnetic Metallic(51,72,99);Oxford White/Magnetic Metallic(255,255,255);Ingot Silver Metallic/Magnetic Metallic(174,178,181);Silver Spruce Metallic();Green (Fleet)();Orange (Fleet)();Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Ruby Red Metallic Tinted Clear Coat(172,17,21);Velocity Blue Metallic(0,77,137);Agate Black(0,0,0);",V6,6-speed shiftable automatic
Ford,F-150,2019,Truck,"Green (Fleet)();Orange (Fleet)();Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V6,6-speed shiftable automatic
Ford,F-150,2019,Truck,"Green (Fleet)();Orange (Fleet)();Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V6,10-speed shiftable automatic
Ford,F-150,2019,Truck,"Green (Fleet)();Orange (Fleet)();Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V6,6-speed shiftable automatic
Ford,F-150,2019,Truck,"Green (Fleet)();Orange (Fleet)();Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V8,10-speed shiftable automatic
Ford,F-150,2019,Truck,"Agate Black/Magnetic Metallic(0,0,0);Race Red/Magnetic Metallic(235,31,32);Velocity Blue Metallic/Magnetic Metallic(0,77,137);Ruby Red Metallic Tinted Clear Coat/Magnetic Metallic(172,17,21);Blue Jeans Metallic/Magnetic Metallic(51,72,99);Oxford White/Magnetic Metallic(255,255,255);Ingot Silver Metallic/Magnetic Metallic(174,178,181);Silver Spruce Metallic();Green (Fleet)();Orange (Fleet)();Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Ruby Red Metallic Tinted Clear Coat(172,17,21);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V6,6-speed shiftable automatic
Ford,F-150,2019,Truck,"Agate Black/Magnetic Metallic(0,0,0);Race Red/Magnetic Metallic(235,31,32);Velocity Blue Metallic/Magnetic Metallic(0,77,137);Ruby Red Metallic Tinted Clear Coat/Magnetic Metallic(172,17,21);Blue Jeans Metallic/Magnetic Metallic(51,72,99);Oxford White/Magnetic Metallic(255,255,255);Ingot Silver Metallic/Magnetic Metallic(174,178,181);Silver Spruce Metallic();Green (Fleet)();Orange (Fleet)();Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Ruby Red Metallic Tinted Clear Coat(172,17,21);Velocity Blue Metallic(0,77,137);Agate Black(0,0,0);",V6,10-speed shiftable automatic
Ford,F-150,2019,Truck,"Agate Black/Magnetic Metallic(0,0,0);Race Red/Magnetic Metallic(235,31,32);Velocity Blue Metallic/Magnetic Metallic(0,77,137);Ruby Red Metallic Tinted Clear Coat/Magnetic Metallic(172,17,21);Blue Jeans Metallic/Magnetic Metallic(51,72,99);Oxford White/Magnetic Metallic(255,255,255);Ingot Silver Metallic/Magnetic Metallic(174,178,181);Silver Spruce Metallic();Green (Fleet)();Orange (Fleet)();Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Ruby Red Metallic Tinted Clear Coat(172,17,21);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V6,6-speed shiftable automatic
Ford,F-150,2019,Truck,"Agate Black/Magnetic Metallic(0,0,0);Race Red/Magnetic Metallic(235,31,32);Velocity Blue Metallic/Magnetic Metallic(0,77,137);Ruby Red Metallic Tinted Clear Coat/Magnetic Metallic(172,17,21);Blue Jeans Metallic/Magnetic Metallic(51,72,99);Oxford White/Magnetic Metallic(255,255,255);Ingot Silver Metallic/Magnetic Metallic(174,178,181);Silver Spruce Metallic();Green (Fleet)();Orange (Fleet)();Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Ruby Red Metallic Tinted Clear Coat(172,17,21);Velocity Blue Metallic(0,77,137);Agate Black(0,0,0);",V8,10-speed shiftable automatic
Ford,F-150,2019,Truck,"Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Silver Spruce Metallic();White Platinum Metallic Tri-Coat(247,252,255);Ruby Red Metallic Tinted Clear Coat/Stone Gray Metallic(172,17,21);White Platinum Metallic Tri-Coat/Stone Gray Metallic(247,252,255);Magma Red Metallic/Stone Gray Metallic(87,31,31);Oxford White/Stone Gray Metallic(255,255,255);Agate Black Metallic/Stone Gray Metallic(0,0,0);Blue Jeans Metallic/Stone Gray Metallic(51,72,99);Magma Red Metallic(87,31,31);Ruby Red Metallic Tinted Clear Coat(172,17,21);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V6,10-speed shiftable automatic
Ford,F-150,2019,Truck,"Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Silver Spruce Metallic();White Platinum Metallic Tri-Coat(247,252,255);Ruby Red Metallic Tinted Clear Coat/Stone Gray Metallic(172,17,21);White Platinum Metallic Tri-Coat/Stone Gray Metallic(247,252,255);Magma Red Metallic/Stone Gray Metallic(87,31,31);Oxford White/Stone Gray Metallic(255,255,255);Agate Black Metallic/Stone Gray Metallic(0,0,0);Blue Jeans Metallic/Stone Gray Metallic(51,72,99);Magma Red Metallic(87,31,31);Ruby Red Metallic Tinted Clear Coat(172,17,21);Agate Black(0,0,0);",V6,10-speed shiftable automatic
Ford,F-150,2019,Truck,"Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Silver Spruce Metallic();White Platinum Metallic Tri-Coat(247,252,255);Ruby Red Metallic Tinted Clear Coat/Stone Gray Metallic(172,17,21);White Platinum Metallic Tri-Coat/Stone Gray Metallic(247,252,255);Magma Red Metallic/Stone Gray Metallic(87,31,31);Oxford White/Stone Gray Metallic(255,255,255);Agate Black Metallic/Stone Gray Metallic(0,0,0);Blue Jeans Metallic/Stone Gray Metallic(51,72,99);Magma Red Metallic(87,31,31);Ruby Red Metallic Tinted Clear Coat(172,17,21);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V6,10-speed shiftable automatic
Ford,F-150,2019,Truck,"Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Silver Spruce Metallic();White Platinum Metallic Tri-Coat(247,252,255);Ruby Red Metallic Tinted Clear Coat/Stone Gray Metallic(172,17,21);White Platinum Metallic Tri-Coat/Stone Gray Metallic(247,252,255);Magma Red Metallic/Stone Gray Metallic(87,31,31);Oxford White/Stone Gray Metallic(255,255,255);Agate Black Metallic/Stone Gray Metallic(0,0,0);Blue Jeans Metallic/Stone Gray Metallic(51,72,99);Magma Red Metallic(87,31,31);Ruby Red Metallic Tinted Clear Coat(172,17,21);Agate Black(0,0,0);",V8,10-speed shiftable automatic
Ford,F-150,2019,Truck,"Magnetic Metallic(100,100,100);Oxford White(255,255,255);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Ford Performance Blue Metallic();Ruby Red Metallic Tinted Clear Coat(172,17,21);Velocity Blue Metallic(0,77,137);Agate Black(0,0,0);",V6,10-speed shiftable automatic
Ford,F-150,2019,Truck,"Green (Fleet)();Orange (Fleet)();Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V6,6-speed shiftable automatic
Ford,F-150,2019,Truck,"Green (Fleet)();Orange (Fleet)();Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V6,10-speed shiftable automatic
Ford,F-150,2019,Truck,"Green (Fleet)();Orange (Fleet)();Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V6,6-speed shiftable automatic
Ford,F-150,2019,Truck,"Green (Fleet)();Orange (Fleet)();Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V8,10-speed shiftable automatic
Ford,F-150,2019,Truck,"Agate Black/Magnetic Metallic(0,0,0);Race Red/Magnetic Metallic(235,31,32);Velocity Blue Metallic/Magnetic Metallic(0,77,137);Ruby Red Metallic Tinted Clear Coat/Magnetic Metallic(172,17,21);Blue Jeans Metallic/Magnetic Metallic(51,72,99);Oxford White/Magnetic Metallic(255,255,255);Ingot Silver Metallic/Magnetic Metallic(174,178,181);Silver Spruce Metallic();Green (Fleet)();Orange (Fleet)();Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Ruby Red Metallic Tinted Clear Coat(172,17,21);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V6,6-speed shiftable automatic
Ford,F-150,2019,Truck,"Agate Black/Magnetic Metallic(0,0,0);Race Red/Magnetic Metallic(235,31,32);Velocity Blue Metallic/Magnetic Metallic(0,77,137);Ruby Red Metallic Tinted Clear Coat/Magnetic Metallic(172,17,21);Blue Jeans Metallic/Magnetic Metallic(51,72,99);Oxford White/Magnetic Metallic(255,255,255);Ingot Silver Metallic/Magnetic Metallic(174,178,181);Silver Spruce Metallic();Green (Fleet)();Orange (Fleet)();Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Ruby Red Metallic Tinted Clear Coat(172,17,21);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V6,10-speed shiftable automatic
Ford,F-150,2019,Truck,"Agate Black/Magnetic Metallic(0,0,0);Race Red/Magnetic Metallic(235,31,32);Velocity Blue Metallic/Magnetic Metallic(0,77,137);Ruby Red Metallic Tinted Clear Coat/Magnetic Metallic(172,17,21);Blue Jeans Metallic/Magnetic Metallic(51,72,99);Oxford White/Magnetic Metallic(255,255,255);Ingot Silver Metallic/Magnetic Metallic(174,178,181);Silver Spruce Metallic();Green (Fleet)();Orange (Fleet)();Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Ruby Red Metallic Tinted Clear Coat(172,17,21);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V6,6-speed shiftable automatic
Ford,F-150,2019,Truck,"Agate Black/Magnetic Metallic(0,0,0);Race Red/Magnetic Metallic(235,31,32);Velocity Blue Metallic/Magnetic Metallic(0,77,137);Ruby Red Metallic Tinted Clear Coat/Magnetic Metallic(172,17,21);Blue Jeans Metallic/Magnetic Metallic(51,72,99);Oxford White/Magnetic Metallic(255,255,255);Ingot Silver Metallic/Magnetic Metallic(174,178,181);Silver Spruce Metallic();Green (Fleet)();Orange (Fleet)();Vermillion Red (Fleet)();Yellow (Fleet)();School Bus Yellow (Fleet)();Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Ruby Red Metallic Tinted Clear Coat(172,17,21);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V8,10-speed shiftable automatic
Ford,F-150,2019,Truck,"Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Silver Spruce Metallic();White Platinum Metallic Tri-Coat(247,252,255);Ruby Red Metallic Tinted Clear Coat/Stone Gray Metallic(172,17,21);White Platinum Metallic Tri-Coat/Stone Gray Metallic(247,252,255);Magma Red Metallic/Stone Gray Metallic(87,31,31);Oxford White/Stone Gray Metallic(255,255,255);Agate Black Metallic/Stone Gray Metallic(0,0,0);Blue Jeans Metallic/Stone Gray Metallic(51,72,99);Magma Red Metallic(87,31,31);Ruby Red Metallic Tinted Clear Coat(172,17,21);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V6,10-speed shiftable automatic
Ford,F-150,2019,Truck,"Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Silver Spruce Metallic();White Platinum Metallic Tri-Coat(247,252,255);Ruby Red Metallic Tinted Clear Coat/Stone Gray Metallic(172,17,21);White Platinum Metallic Tri-Coat/Stone Gray Metallic(247,252,255);Magma Red Metallic/Stone Gray Metallic(87,31,31);Oxford White/Stone Gray Metallic(255,255,255);Agate Black Metallic/Stone Gray Metallic(0,0,0);Blue Jeans Metallic/Stone Gray Metallic(51,72,99);Magma Red Metallic(87,31,31);Ruby Red Metallic Tinted Clear Coat(172,17,21);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V6,10-speed shiftable automatic
Ford,F-150,2019,Truck,"Silver Spruce Metallic();White Platinum Metallic Tri-Coat(247,252,255);Ruby Red Metallic Tinted Clear Coat/Stone Gray Metallic(172,17,21);White Platinum Metallic Tri-Coat/Stone Gray Metallic(247,252,255);Magma Red Metallic/Stone Gray Metallic(87,31,31);Oxford White/Stone Gray Metallic(255,255,255);Agate Black Metallic/Stone Gray Metallic(0,0,0);Blue Jeans Metallic/Stone Gray Metallic(51,72,99);Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Magma Red Metallic(87,31,31);Ruby Red Metallic Tinted Clear Coat(172,17,21);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V6,10-speed shiftable automatic
Ford,F-150,2019,Truck,"Magnetic Metallic(100,100,100);Oxford White(255,255,255);Stone Gray Metallic(130,124,118);Blue Jeans(51,72,99);Ingot Silver Metallic(174,178,181);Race Red(235,31,32);Silver Spruce Metallic();White Platinum Metallic Tri-Coat(247,252,255);Ruby Red Metallic Tinted Clear Coat/Stone Gray Metallic(172,17,21);White Platinum Metallic Tri-Coat/Stone Gray Metallic(247,252,255);Magma Red Metallic/Stone Gray Metallic(87,31,31);Oxford White/Stone Gray Metallic(255,255,255);Agate Black Metallic/Stone Gray Metallic(0,0,0);Blue Jeans Metallic/Stone Gray Metallic(51,72,99);Magma Red Metallic(87,31,31);Ruby Red Metallic Tinted Clear Coat(172,17,21);Velocity Blue Metallic(0,77,137);Abyss Gray Metallic();Agate Black(0,0,0);",V8,10-speed shiftable automatic
